Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,totalSeasons,Response
UniversityoftheStreetsThePrequel,2010,NA,NA,10min,ShortActionComedy,BryanFelber,BryanFelber,WilfredoRoldanKyleDuncanSamFranceJoeSehgal,ItsanordinaryafternooninthelowereastsideofManhattanforMartialArtsGrandMasterRoandhisretiredfriendLeonuntilawomanspurseisstolenandtheculpritisrevealedtobe,English,USA,NA,NA,,NA,NA,NA,tt1823263,movie,NA,NA,NA,NA,True
TheUniversityofNuclearBombs,2010,NA,04Feb2010,54min,DocumentaryDramaHistory,MohamedElsawiJoshuaJames,JoshuaJames,DarwinBondGrahamJacquelineCabassoHelenCaldicottJanineCarmona,SincetheinceptionofthenuclearageanunlikelyinstitutiontheUniversityofCaliforniahasbeenattheforefrontoftheUSnuclearweaponscomplexThisdocumentarydealswiththe,English,USA,NA,NA,,NA,NA,NA,tt1832502,movie,NA,NA,NA,NA,True
DodgeUniversityTheMovie,2002,NA,11Jul2002,NA,Comedy,JavierMayol,MelodieBashamJoseEnriqueLopezBobJonesScottSnyder,JenniferShumakerMarkDeLisleSteveGeigerSallieGlaner,NA,English,USA,NA,NA,,NA,NA,NA,tt0449511,movie,NA,NA,NA,NA,True
UniversityTycoon,2004,NA,01Oct2004,NA,Comedy,NA,PhilHaneyDougKorBrendanKOGradyScottRubin,NA,NA,English,USA,NA,NA,,NA,NA,NA,tt0497461,game,NA,NA,NA,NA,True
YourUniversity,1948,NA,NA,10min,Short,ArthurHWolf,ArthurHWolf,NA,NA,English,USA,NA,NA,,NA,NA,NA,tt0414699,movie,NA,NA,NA,NA,True
UniversityofSouthernCaliforniaBandandGleeClub,1941,NA,13Sep1941,10min,ShortMusic,JeanNegulesco,NA,NA,NA,English,USA,NA,NA,,NA,NA,NA,tt0346090,movie,NA,NA,NA,NA,True
CornellColumbiaUniversityofPennsylvaniaBoatRaceatIthacaNYShowingLehighValleyObservationTrain,1901,NA,08Jun1901,NA,DocumentaryShort,NA,NA,NA,NA,NA,USA,NA,NA,,NA,NA,NA,tt0357570,movie,NA,NA,NA,NA,True
InstallationCeremoniesColumbiaUniversity,1902,NA,01Apr1902,NA,ShortNews,NA,NA,NicholasMurrayButlerSethLowTheodoreRoosevelt,InstallationceremoniesofColumbiaUniversitysnewPresidentDrNicholasMurrayButlerPictureshowsPresidentRooseveltMayorLowofNewYorkUniversityPresidentsandotherfamousEducators,NA,USA,NA,NA,,NA,NA,NA,tt0367886,movie,NA,NA,NA,NA,True
UniversityChallengeTheProfessionals,20032008,NA,14Apr2003,30min,GameShow,NA,NA,BartSmithJeremyPaxmanKathrynJohnsonColinWight,Theclassicacademicquizprogrammebutthistimefoughtnotbetweenuniversitystudentsbutbetweenteamsofprofessionals,English,UK,NA,NA,,NA,NA,NA,tt0372105,series,4,True
TheUniversityGreysFromStudentstoSoldiers,2003,NA,19Jun2003,60min,DocumentaryWar,MicahGinn,MicahGinn,BillPaxton,TheUniversityGreysFromStudentstoSoldiersisadocumentarydescribingactualinterestingandpersonaldetailsofthelivesofagroupofstudentsandtheirfamiliesstudents,English,USA,NA,NA,,NA,NA,NA,tt0378944,movie,NA,NA,NA,NA,True
OzUniversity,1936,NA,02Jun1936,10min,Short,NA,LFrankBaumstories,NA,ThistwostripTechnicolorrecordofthe1936freshmanpageantactedoutentirelybywomenbeginswithDorothyescortingtheWizardtothethroneassistedbyOjowhereuponhelooksin,NA,USA,NA,NA,,NA,NA,NA,tt0028073,movie,NA,NA,NA,NA,True
University,1961,NA,NA,59min,Documentary,StanleyJackson,StanleyJackson,NA,NA,English,Canada,NA,NA,,NA,NA,NA,tt0224329,movie,NA,NA,NA,NA,True
OxfordandCambridgeUniversityBoatCrews,1899,NA,01Apr1899,NA,DocumentaryShortSport,NA,NA,NA,CompanionpicturetoNo325EOxfordCambridgeBoatRaceshowingthecrewsrowinguptotheirboathouseaftertheraceandremovingtheirshellsfromthewater,NA,UK,NA,NA,,NA,NA,NA,tt0243468,movie,NA,NA,NA,NA,True
PoleVaultingatColumbiaUniversity,1899,NA,01Apr1899,NA,DocumentaryShortSport,NA,NA,NA,AremarkablyfinepicturephotographicallyshowingagroupoftrainedathletespolevaultingattheColumbiaAthleticFieldFivetenfootvaultsareincludedinthenegativeThis,NA,USA,NA,NA,,NA,NA,NA,tt0243496,movie,NA,NA,NA,NA,True
DancingUniversity,1985,NA,13Apr1985,95min,MusicalFamilyDrama,EungcheonKim,SanghunMun,HyeongyongKimJihyeJangSeongilKimSeonggyuLee,NA,Korean,SouthKorea,NA,NA,,NA,NA,NA,tt0310892,movie,NA,NA,NA,NA,True
EccentricBoysoftheUniversity,1984,NA,12Jul1984,98min,Drama,EungcheonKim,SanghunMun,CheolsuBaeMiyeongLeeSonghyeonLeeHyeongyongKim,Therelationshipamong3friendssufferswhenawomancomesbetweenthem,Korean,SouthKorea,NA,NA,,NA,NA,NA,tt0310963,movie,NA,NA,NA,NA,True
MoonlightOveraUniversityTown,1990,NA,17Nov1990,90min,DramaThriller,NA,NA,SeJunKimHyeongjaKimJinhwaKimMusongJeon,NA,Korean,SouthKorea,NA,NA,,NA,NA,NA,tt0330190,movie,NA,NA,NA,NA,True
UniversityChallengeClassof2014,2014,NA,07Jul2014,NA,Documentary,NA,NA,JeremyPaxman,NA,English,UK,NA,NA,,NA,NA,NA,tt3905426,series,NA,True
SilentUniversity,2013,NA,02Nov2013,NA,DocumentaryShort,BabakParham,NA,NA,NA,English,Sweden,NA,NA,,NA,NA,NA,tt3974312,movie,NA,NA,NA,NA,True
FunUniversity3FullMetalJackOff,2015,NA,NA,NA,Comedy,VictorFleming,NA,PerryCaravelloWalterMolinskiMichaelWarrenKendallChipBraswell,NA,English,USA,NA,NA,,NA,NA,NA,tt3994472,movie,NA,NA,NA,NA,True
University,2017,NA,13Mar2017,NA,ActionSciFi,AlejandroDiazRetamal,AlejandroDiazscreenplayVivianaMuozstorySusanaArceSilvascreenplay,AlonsoQuinteroLuisDubOsvaldoSilvaAlejandroTrejo,In2090ayoungmaniscontactedtostealthedatabasefromtheUniversityinordertodestroythisabsolutisteducationalsystemMadepossiblethankstothehelpofCristinaa,Spanish,Chile,NA,NA,,NA,NA,NA,tt4032738,movie,NA,NA,NA,NA,True
HowtoSurviveUniversityWithoutReallyTrying,2014,NA,15Sep2014,NA,Comedy,NA,NA,RyanDenhamTomReahRyanStubbs,NA,English,UK,NA,NA,,NA,NA,NA,tt4040654,series,1,True
UniversityofUtahZumbaFitnessCaipirinha,2010,NA,NA,NA,ShortMusic,JulieAbubo,NA,NA,NA,Portuguese,USA,NA,NA,,NA,NA,NA,tt4215122,movie,NA,NA,NA,NA,True
ColoradoStateUniversityofPuebloLegendary,2015,NA,12Feb2015,NA,Adventure,JohnQuintana,JohnQuintanaCoraZaleteldeveloper,TrevorAlshonSamuelEbersoleBriannaGarza,NA,English,USA,NA,NA,,NA,NA,NA,tt4273362,movie,NA,NA,NA,NA,True
WassailatChapmanUniversity,2014,NA,24Dec2014,59min,MusicalRealityTV,NA,NA,NicoleCoffaroKaiDeMelloFolsomAEspinozaCathyGarrison,ChapmanUniversitysHolidayWassailconcertisperformedbymorethan150ChapmanUniversitysingersandmusiciansfeaturingmusicfromacrossthegenerationsandaroundtheglobe,English,USA,NA,NA,,NA,NA,NA,tt4299238,movie,NA,NA,NA,NA,True
HelsingUniversity,2015,NA,31Oct2015,NA,Horror,JosefCannon,JosefCannonJasonJacobson,MonikaBrowneJosefCannonGriffKohout,NA,English,USA,NA,httpsmmediaamazoncomimagesMMV5BNTY2MzI4NDM0NF5BMl5BanBnXkFtZTgwNjAwODM2NTEV1SX300jpg,,NA,NA,NA,tt4299920,movie,NA,NA,NA,NA,True
LeendenUniversity,2015,NA,01Feb2015,NA,Drama,NA,NA,PatriceDanyelleDriverAmberRivetteMaluMartinsChiffonValentine,NA,English,USA,NA,NA,,NA,NA,NA,tt4344640,series,1,True
PhilistinesLiveattheUniversityofRegina,2014,NA,03Nov2014,3min,ShortMusic,LandonWalliser,LandonWalliser,NathanCoppensGeorgeGrassickErinJohansenJaneNeumier,NA,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BMzY1MDc3NTAwOV5BMl5BanBnXkFtZTgwMzA5MDkxNjEV1SX300jpg,,NA,NA,NA,tt4457962,movie,NA,NA,NA,NA,True
IntroductiontoSmartLifeUniversity,2014,NA,03Dec2014,60min,Documentary,PierreWalters,NA,HaywoodBarber,For15yearsHaywoodBarberJrhasbeenbuildinghislevelofexpertiseinrealestateinvestingwithmanysuccessfulventures,English,USA,NA,httpsmmediaamazoncomimagesMMV5BMTg1NTQ1NzY4M15BMl5BanBnXkFtZTgwODc3OTI4NTEV1SX300jpg,,NA,NA,NA,tt4624822,movie,NA,NA,NA,NA,True
UniversityBoatRace,1909,NA,NA,NA,DocumentaryShortSport,NA,NA,NA,NA,English,UK,NA,NA,,NA,NA,NA,tt4723268,movie,NA,NA,NA,NA,True
HolmesUniversityTheMasterBlackmailer,2013,NA,17Sep2013,14min,ShortThriller,ScottAchord,ScottAchord,BenLordChrisRodriguezScottAchord,AyoungSherlockHolmesandJohnWatsonbecomeroommatesatcollegeTogethertheyteamuptosolveamysteryofblackmail,English,NA,NA,httpsmmediaamazoncomimagesMMV5BOGEzYzgyOTUtNGFmYi00YWI3LTlkMzUtOGVmNGI1NGFlOTdlXkEyXkFqcGdeQXVyMjI5NjY4MDIV1SX300jpg,,NA,NA,NA,tt4726018,movie,NA,NA,NA,NA,True
2014NationalUniversityHolidayBowl,2014,NA,27Dec2014,NA,Sport,NA,NA,ReceDavisJessePalmerDavidPollackSamanthaPonder,NA,English,USA,NA,NA,,NA,NA,NA,tt4746042,movie,NA,NA,NA,NA,True
ColumbiaUniversity,2013,NA,05May2013,5min,ShortNews,MohamedYoussef,NA,NA,promovideoforthenewupcomingfacultyreinventinginnovation,English,USA,NA,NA,,NA,NA,NA,tt4780828,movie,NA,NA,NA,NA,True
SleeplessUniversity,2015,NA,NA,NA,Comedy,NA,NA,ChrisAnthonyAndrewOrtizBrendonSylvesterJessicaKabakjian,WeallfindourselvesatonetimeinourlifedesperatelyholdingontoacupofcoffeehopingitcangetyouacouplemorehoursofworkdoneThissemesteritisnodifferentforJeff,English,USA,NA,NA,,NA,NA,NA,tt4917044,series,1,True
2013NationalUniversityHolidayBowl,2013,NA,30Dec2013,NA,Sport,NA,NA,JoeTessitoreMattMillenMariaTaylorToddGraham,NA,English,USA,NA,NA,,NA,NA,NA,tt4941200,movie,NA,NA,NA,NA,True
UniversityofAntelopeValleyOurTime,2012,NA,15Nov2012,13min,Short,VictorAguilar,NA,MarcoJohnsonSandraJohnsonMatthewWadsworth,NA,English,USA,NA,NA,,NA,NA,NA,tt4992100,movie,NA,NA,NA,NA,True
BethlehemDivinityUniversity,2011,NA,11May2011,8min,ShortComedy,BenjaminIronsideKoppin,BenjaminIronsideKoppin,ReidBodeBenjaminIronsideKoppinCalebWicker,NA,English,USA,NA,NA,,NA,NA,NA,tt5146956,movie,NA,NA,NA,NA,True
ModelUNUniversityofMontreal,2012,NA,04May2012,27min,DocumentaryShort,NicholasMarakas,NicholasMarakas,FredWardSarahMnardAprilStevenBentoDavidEgyes,StudentsfromtheUniversityofMontrealslawfacultyundergoavigorousyearlongsemestertocompeteattheModelUnitedNationsconferencehostedinNewYorkCity,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BNDQ5NTkwMDY4N15BMl5BanBnXkFtZTgwMzUzNjIzNzEV1SX300jpg,,NA,NA,NA,tt5174930,movie,NA,NA,NA,NA,True
KillerUniversity,2016,NA,NA,NA,ComedyHorror,NA,NA,DylanRGeorgeLindsayFrittsEricaSouzaDylanMarkward,AgroupofcollegefreshmanlosetheirtrustandfaithinoneanotherasaserialkillermanipulatestheireverymoveInspiredbyWesCravensScream,English,USA,NA,NA,,NA,NA,NA,tt5202682,series,2,True
HolmesUniversity2TheLongestWinter,2014,NA,27Feb2014,22min,ShortCrime,ScottAchord,ScottAchord,ScottAchordDavidCanterburyJohnCockrillSamanthaGuthrie,SherlockHolmesandJohnWatsonarebackonthecaseAseriesofgrislymurdershappeningaroundcampusleadsthetwoonadarkcasewithmoreandmoresecretsasthemysteryandtheirfriendshipunfold,English,USA,NA,NA,,NA,NA,NA,tt5205228,movie,NA,NA,NA,NA,True
HolmesUniversity3CrusadeofDarkness,2015,NA,29Jul2015,36min,ShortCrime,ScottAchord,ScottAchord,ScottAchordDavidCanterburyJohnCockrillSamanthaGuthrie,AftersixmonthsofnonewcasesSherlockHolmesandJohnWatsonhavetoworktogetheragaintofindaserialkillerattackingyoungloversInthemeantimeMycroftHolmesmusthelpunfoldsecretsofhisbrotherslife,English,USA,NA,NA,,NA,NA,NA,tt5208134,movie,NA,NA,NA,NA,True
OklahomaStateUniversityFootballVirtualRealityExperience,2016,NA,06Jan2016,NA,Short,NeilMandt,NA,NA,NA,English,USA,NA,NA,,NA,NA,NA,tt5346810,movie,NA,NA,NA,NA,True
KNOCKKNOCKUniversity,2015,NA,06Dec2015,NA,Comedy,NA,NA,HdFlatBeatsJacquesDuLongToniFarinaDeanFarrell,KNOCKKNOCKUniversitytheworstonlinetherapyinstitutionintheworldmakesitsfirstcommercialadvertisingitsservicesinthissatiricalspoof,English,USA,NA,httpsmmediaamazoncomimagesMMV5BNGViNzE5ZjQtNjkwNi00MWIyLTk2ZDMtMDRlNmQ4ZmUwMGEwXkEyXkFqcGdeQXVyMzc2NTU5NjAV1SX300jpg,,NA,NA,NA,tt5354292,series,NA,True
FromtheAshesTheUniversityofEvansvillePurpleAces,2016,NA,NA,94min,DocumentaryHistorySport,JoeAtkinson,JoeAtkinson,RustyJames,OnDecember131977theplanecarryingtheUniversityofEvansvillemensbasketballteamtoitsgameatMiddleTennesseeStateUniversitycrashed90secondsaftertakeoffkillingall29,English,USA,NA,httpsmmediaamazoncomimagesMMV5BMTU5MTQ4MDU5OF5BMl5BanBnXkFtZTgwOTgzOTU5NzEV1SX300jpg,,NA,NA,NA,tt5427414,movie,NA,NA,NA,NA,True
BritishIndustriesTheOxfordUniversityPress,1925,NA,NA,NA,DocumentaryShort,PercyNash,NA,NA,NA,English,UK,NA,NA,,NA,NA,NA,tt5442790,movie,NA,NA,NA,NA,True
AttemptsonHerLifeLiveattheUniversityofRegina,2016,NA,01Mar2016,2min,ShortMusic,LandonWalliser,LandonWalliser,EleniDarlasisHayleyHeronErinJohansenJaneNeumier,NA,English,Canada,NA,NA,,NA,NA,NA,tt5492176,movie,NA,NA,NA,NA,True
HowardUniversityBicyclingSocietyTheLaunch,2012,NA,20Apr2012,2min,DocumentaryShort,DamiOnifade,DamiOnifadescreenplayJordanRiversscreenplay,JordanRivers,FollowsthefirsteverinstallationofbikeracksatthelegendaryHowardUniversity,English,USA,NA,NA,,NA,NA,NA,tt5527252,movie,NA,NA,NA,NA,True
OnlineUniversity,2016,NA,10Mar2016,NA,ShortComedy,MichaelDonMiller,MichaelDonMiller,NicoleCampbellJenniferEngNinaLisitsaHayleyLyons,NA,English,USA,NA,NA,,NA,NA,NA,tt5539258,movie,NA,NA,NA,NA,True
BeerGryllsUniversitySurvivor,2015,NA,18Dec2015,5min,Comedy,GarriFrost,NA,GarriFrost,UniversitySurvivorisacomedywebseriesthatfollowsBeerGryllsashetravelstoUniversitiesacrossEuropetoshowstudentshowtosurvive,English,UK,NA,NA,,NA,NA,NA,tt5556902,movie,NA,NA,NA,NA,True
BloodsuckerUniversity,2017,NA,NA,NA,ComedyHorror,NA,EnricoNataleJaredWinkler,NA,ItsuptoabrotherandsisterwithamysteriouspasttostopageoldvampiresfromannihilatingtheircollegecampusOhyeahandstillpasstheirmidterms,NA,USA,NA,NA,,NA,NA,NA,tt5565928,movie,NA,NA,NA,NA,True
TransformingTeachingDesignConveningatHarvardUniversity,2015,NA,02Jul2015,NA,DocumentaryShort,NA,NA,RonBergerJalMehtaChristineOrtiz,NA,English,USA,NA,httpsmmediaamazoncomimagesMMV5BMDc3Y2QzNTAtNGY1NS00ZTFjLWIzNzctOWE5NGIyNzNlMzU1XkEyXkFqcGdeQXVyNjI1MzY2MzkV1SX300jpg,,NA,NA,NA,tt5596032,movie,NA,NA,NA,NA,True
PantheonUniversity,2016,NA,18Feb2016,NA,ComedyDrama,NA,NA,TessaBarlowOchshornTylerBeardsleyImogenBrowderMicheleHerzog,PantheonUniversityisa13partwebseriesthattakesthegodsandgoddessesoftheGreekPantheonanddumpsthemintoamoderncollegesetting,English,USA,NA,NA,,NA,NA,NA,tt5658044,series,NA,True
GodUniversity,2013,NA,NA,14min,AnimationShortComedy,MalikStalbert,SawaKurotaniSawaKurotanistoryMalikStalbertMalikStalbertstoryMalikStalbert,MalikStalbertJohvaniVegarWilliamRobinsonJodyDeleone,GodUWheregodslearntobeGods,English,USA,NA,NA,,NA,NA,NA,tt5728586,movie,NA,NA,NA,NA,True
ABucknellUniversityCandlelightChristmas,2011,NA,21Dec2011,60min,Music,BenPayavis,NA,NA,NA,English,USA,NA,NA,,NA,NA,NA,tt5827794,movie,NA,NA,NA,NA,True
TheUniversity,2016,NA,22Oct2016,82min,Documentary,MattRutherford,NA,BuzzAldrinChrisAndersonDanBarryPeterDiamandis,ExponentialtechnologyischangingtheworldandtheSingularityUniversitySUwassetuptoencouragepeopletoharnessthesepowerfulnewtechnologiesandtrendstopositivelyimpactthe,English,USA,NA,httpsmmediaamazoncomimagesMMV5BNDczZTIxZGMtZWRjYS00MWQwLWI0ZDctOTJiNmRmNGI5Y2MzXkEyXkFqcGdeQXVyNjgzNzQ3NjMV1SX300jpg,,NA,NA,NA,tt5973024,movie,NA,NA,NA,NA,True
HoosierRisingThePastandPresentofIndianaUniversityBasketball,2013,NA,NA,NA,Sport,JeremyHopwood,NA,NA,NA,English,USA,NA,NA,,NA,NA,NA,tt6065492,movie,NA,NA,NA,NA,True
HolmesUniversity4OriginsoftheFall,2016,NA,15Sep2016,46min,Crime,ScottAchord,ScottAchord,JessicaBehnerTaylorBirkelandSamanthaGuthriePatrickLaMourea,SherlockHolmesandJohnWatsonarebackonthecaseMoriartyhasmadehermoveandloyaltieshavetobeputinquestionMoriartyhasplacedbombsthroughoutplacesthataresignificantintheirlivesDotheyhavetimetostopthem,English,USA,NA,httpsmmediaamazoncomimagesMMV5BODFjMmUxMzMtYmI1Ni00MDY0LTlmMGMtZTEzMzI5NjA5Zjc0XkEyXkFqcGdeQXVyMjI5NjY4MDIV1SX300jpg,,NA,NA,NA,tt6083872,movie,NA,NA,NA,NA,True
MTAUniversity,2014,NA,16Dec2014,NA,ShortFamily,NateHoward,NA,NA,NA,English,USA,NA,NA,,NA,NA,NA,tt6083986,movie,NA,NA,NA,NA,True
CollegeHillLangstonUniversity,2005,NA,27Jan2005,NA,RealityTV,NA,NA,NA,NA,English,USA,NA,NA,,NA,NA,NA,tt6111414,series,NA,True
StudentDayandUniversityofTehran,2014,NA,10Dec2014,NA,DocumentaryNews,NA,NA,AlirezaSalehiNejad,NA,Persian,Iran,NA,NA,,NA,NA,NA,tt6133480,movie,NA,NA,NA,NA,True
BannedUniversityofLincolnAdvert,2011,NA,03Mar2011,NA,ShortComedy,ThomasRidgewell,ThomasRidgewell,ThomasRidgewell,NA,English,UK,NA,NA,,NA,NA,NA,tt6198704,movie,NA,NA,NA,NA,True
BannedUniversityofLincolnAdvert2,2011,NA,10Mar2011,NA,ShortComedy,ThomasRidgewell,ThomasRidgewell,JackHoward,NA,English,UK,NA,NA,,NA,NA,NA,tt6198712,movie,NA,NA,NA,NA,True
BannedUniversityofLincolnAdvert3,2011,NA,17Mar2011,NA,ShortComedy,ThomasRidgewell,ThomasRidgewell,LaurenceBaldwinCourtneyBenjaminNaomiBlewittOforiCanacoo,NA,English,UK,NA,NA,,NA,NA,NA,tt6198732,movie,NA,NA,NA,NA,True
BrighamYoungUniversityIdahoDevotional,2008,NA,01Jan2008,29min,TalkShow,NA,NA,MervynBArnoldScottJBergstromMaxLCheckettsKimClark,NA,English,USA,NA,httpsmmediaamazoncomimagesMMV5BMjgxZmY4MTItMjM4ZC00NjYxLWE1YTgtMjA0OGRkY2NlYTc3XkEyXkFqcGdeQXVyNjk0ODQwNDIV1SX300jpg,,NA,NA,NA,tt6202884,series,NA,True
SpringsAwakeningLiveattheUniversityofRegina,2016,NA,04Nov2016,2min,ShortMusic,LandonWalliser,KenMcCloudLandonWalliser,NicoleGaries,NA,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BNzkwOWFiMjktNTBkOS00Y2Q0LWFjMjAtNzFiMDdkMDhiOWMzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTY0NDUzNTQV1SX300jpg,,NA,NA,NA,tt6218016,movie,NA,NA,NA,NA,True
DowSouthPlayerUniversity,2016,NA,15Oct2016,83min,Comedy,DorianWelch,DorianWelch,BarakAmenMichaelBrownPaulHarris,NA,English,USA,NA,httpsmmediaamazoncomimagesMMV5BMjQzZjJhNDgtYWU4Mi00YmE0LThjZWMtOWI1MGVlZmQzMWI2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDI5Njc2NzgV1SX300jpg,,NA,NA,NA,tt6366888,movie,NA,NA,NA,NA,True
HypertextAnEducationalExperimentinEnglishandComputerScienceatBrownUniversity,1976,NA,01Jan1976,15min,DocumentaryShort,NA,NA,NA,NA,English,USA,NA,NA,,NA,NA,NA,tt6475064,movie,NA,NA,NA,NA,True
ZombieUniversity,2014,NA,01May2014,5min,ShortComedy,TrevorMacKinnon,NA,NA,NA,English,USA,NA,NA,,NA,NA,NA,tt6573086,movie,NA,NA,NA,NA,True
CatIntubationLaboratoryatWashingtonUniversityinStLouisaPetaWhistleblowerCase,2013,NA,24Apr2013,3min,DocumentaryShort,NA,NA,NA,NA,English,USA,NA,NA,,NA,NA,NA,tt6717110,movie,NA,NA,NA,NA,True
ColumbiaUniversityPrimateExperiments2003,2003,NA,NA,3min,DocumentaryShort,NA,NA,NA,NA,English,USA,NA,httpsmmediaamazoncomimagesMMV5BYjNjMDhjMTItZjVjYS00NGYzLTkxNzYtODM5MTJmOTJkYWQyXkEyXkFqcGdeQXVyMTc0NDM1MDQV1SX300jpg,,NA,NA,NA,tt6721088,movie,NA,NA,NA,NA,True
UniversityofColoradoandHealthSciencesCenterCatVivisection,2008,NA,04Nov2008,3min,DocumentaryShort,NA,NA,NA,APETAinvestigatorworkedatUniversityofColoradoatDenverandHealthSciencesCenterwherecatsweresubjectedtocruelanduselessspinalexperimentsthatinvolvedinvasivesurgeryunderinadequatesedation,English,USA,NA,NA,,NA,NA,NA,tt6854922,movie,NA,NA,NA,NA,True
AuburnUniversityAPETAUndercoverInvestigation,2011,NA,NA,4min,DocumentaryShort,NA,NA,NA,APETAinvestigatorworkedinsideAuburnUniversitywheredogsweresubjecttocruelexperimentsrelatedtokidneytransplants,English,USA,NA,NA,,NA,NA,NA,tt6855148,movie,NA,NA,NA,NA,True
PlymouthUniversitySummerBall,2015,NA,19Nov2015,8min,ShortBiography,JamesStoner,NA,UpsuPupils,NA,English,UK,NA,httpsmmediaamazoncomimagesMMV5BZGI5NjE2NzEtMmViZC00ZGJhLTgzYjYtNTRkMzY5ODI1NmIyXkEyXkFqcGdeQXVyODExMTIzNTgV1SX300jpg,,NA,NA,NA,tt7541292,movie,NA,NA,NA,NA,True
WOMEN50YearsatPrincetonUniversity,2011,NA,09Apr2011,NA,DocumentaryShort,NickBarberio,NA,NA,NA,English,USA,NA,httpsmmediaamazoncomimagesMMV5BNDhhNjMwM2ItZDUwYy00ZjcwLTk4MzItMzlmNmQ4ZjAwZDExXkEyXkFqcGdeQXVyNjk0MzI5NjgV1SX300jpg,,NA,NA,NA,tt7716636,movie,NA,NA,NA,NA,True
BallStateUniversityCentennialDocumentary,2018,NA,02May2018,NA,Documentary,JohnOsterhoudt,ChrisFlook,DelaniaBoydTomBrackenJamesConnollySueErrington,NA,English,USA,NA,NA,,NA,NA,NA,tt8020036,movie,NA,NA,NA,NA,True
AustinPeayStateUniversityHoliday18,2018,NA,30Nov2018,2min,ShortMusic,TaylorSlifko,TaylorSlifko,TalonBeesonBretCarsonHannahClarkBrennaGreene,NA,English,USA,NA,NA,,NA,NA,NA,tt9290706,movie,NA,NA,NA,NA,True
InquireInterviewUniversityofKent,2018,NA,22Nov2018,17min,ShortNews,NA,NA,CarlBenjamin,NA,English,UK,NA,httpsmmediaamazoncomimagesMMV5BOGI1Nzk1N2EtODcwZi00ZjY4LTgwMzItMmFlOWMyZTU2YjVlXkEyXkFqcGdeQXVyMDY3OTcyOQV1SX300jpg,,NA,NA,NA,tt9324300,movie,NA,NA,NA,NA,True
TheUniversityDaysofaDog,2010,NA,03Sep2010,96min,Comedy,ZhengyuLu,NA,ZifeiDengLuxiaJiangYuanLinJokerXue,NA,Chinese,China,NA,httpsmmediaamazoncomimagesMMV5BYjQ1ZTE0ZWItNDA4NC00NDllLWExZTItOGIyZjUwM2ZhZDZlXkEyXkFqcGdeQXVyNTk5Nzg0MDEV1SX300jpg,,NA,NA,NA,tt10912908,movie,NA,NA,NA,NA,True
HundredYearJourneyTheLeeUniversityStory,2018,NA,02Nov2018,90min,Documentary,ChadGuytonRobReidJeffSalyer,NA,NA,AhistoricaldocumentarywhichmovesthroughthecenturyofLeeUniversitysexistencewithcolorfuldramaticrecreationsinterviewsandmeaningfulinsightsintotheinstitutionsdevelopment,English,USA,NA,httpsmmediaamazoncomimagesMMV5BNDE1OTU4N2YtMGFhYi00MjlkLTkwYjktM2E3ZTg5MzNhYjQxXkEyXkFqcGdeQXVyODk3NjM1NTUV1SX300jpg,,NA,NA,NA,tt11083316,movie,NA,NA,NA,NA,True
RibaStirlingPrize2015UniversityofGreenwichStockwellStreetBuilding,2015,NA,07Oct2015,NA,Short,NA,NA,DanielMarkowicz,NA,English,UK,NA,NA,,NA,NA,NA,tt11621602,movie,NA,NA,NA,NA,True
AHistoryofSurgeryattheUniversityofKansasMedicalCenter,2011,NA,15Jun2011,32min,DocumentaryShortBiographyHistory,DanGinavan,DanGinavan,NA,Ahistoryofthe106yearsofthesurgicalprogramattheUniversityofKansasMedicalCenterThefilmdetailsthefamousandpublishedsurgeonsandthegroundbreakingnewproceduresinventedoverthistime,NA,NA,NA,NA,,NA,NA,NA,tt1996160,movie,NA,NA,NA,NA,True
TogetherWeStandAStoryAboutthe1958UniversityofBuffaloFootballTeam,2011,NA,NA,38min,DocumentaryShortHistory,PeterJohnson,NA,PeterJohnson,ThisisadocumentaryaboutsportsmanshipteamcamaraderieandbrotherhoodduringtheUnitedStatesracialpeakinthe1950sThefilmtellsthestoryof2AmericanAmericanfootball,English,USA,NA,NA,,NA,NA,NA,tt2057491,movie,NA,NA,NA,NA,True
BostonUniversityStudentFilmPROJECTINACTIVE,2005,NA,NA,14min,DocumentaryShortFamily,JoshuaZWeinstein,NA,NA,NA,English,USA,NA,NA,,NA,NA,NA,tt2066839,movie,NA,NA,NA,NA,True
UniversityofPennRelayCarnival,2011,NA,14Sep2011,NA,Short,SkyeMcColeBartusiak,NA,NA,NA,English,USA,NA,NA,,NA,NA,NA,tt2083389,movie,NA,NA,NA,NA,True
UniversityPD,2011,NA,NA,6min,Comedy,AndrewGarrettJohnson,AndrewGarrettJohnson,ShaneCavetteKeeganGogertyEmilyBlytheIvanCalel,PartyDetectiveJohnnySpadecomestotheinfamouscollegecampusIslaVistatosolvestudentsblackoutmysteries,NA,NA,NA,NA,,NA,NA,NA,tt2096671,series,NA,True
