Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,totalSeasons,Response
CanadainPerspective,2015,NA,31May2015,NA,TalkShow,NA,NA,AnnaKarinaTabuar,CanadainPerspectiveisacurrentaffairsseriesthatlooksthroughthelensofCanadianswithdisabilities,English,Canada,NA,NA,,NA,NA,NA,tt5521472,series,5,True
NaKarBadnamCanadaNu,2005,NA,01Jan2005,NA,Drama,SukhjinderShera,NA,KomalDhillonJatinderSahotaSeemaSiddhu,NA,Panjabi,India,NA,NA,,NA,NA,NA,tt5581532,movie,NA,NA,NA,NA,True
WhyYouWontActuallyMovetoCanadaEvenIfTrumpWins,2016,NA,18Apr2016,4min,ShortComedy,MattEnlow,AlexSchmidt,AndrewPifkoChristineMedranoPaulZecharia,NA,English,USA,NA,NA,,NA,NA,NA,tt5661562,movie,NA,NA,NA,NA,True
UpinArmsHowtheGunLobbyIsChangingCanada,2015,NA,01Oct2015,NA,Documentary,NadinePequeneza,NadinePequeneza,NA,NA,English,Canada,NA,NA,,NA,NA,NA,tt5705422,movie,NA,NA,NA,NA,True
BallsofCanada,2016,NA,NA,30min,DocumentaryShortSport,AlexanderCherneyChrisGattrell,NA,NA,OnemanunitesateamofmisfitballhockeyplayersinBarrieOntario,English,CanadaUSA,NA,NA,,NA,NA,NA,tt5712302,movie,NA,NA,NA,NA,True
HowtoSurviveinCanada,2016,NA,24Mar2016,NA,Comedy,NA,NA,DeclanMcQuadeCranglePadraicSimmonds,NA,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BY2Q0MDlkMTYtMTE5Ni00OWJkLTllY2QtMDM0YzJiMjQwYzc5XkEyXkFqcGdeQXVyNjczNDE3NTAV1SX300jpg,,NA,NA,NA,tt5747454,series,NA,True
CanadaHuntsWest,2018,NA,NA,NA,AdventureRealityTV,NA,NA,DianeHunterAndrewHillsLukeOkeTylerDuffy,CanadaHuntsishuntingatitsmostrealwithallthetrialstribulationsandchallengesthatcomewithitWhetheryoungandoldveteranorinexperiencedhuntersofanykindwillfind,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BOTYxZjc1MTMtMjc3OC00NzM1LWJiNmUtMmNlNjdkMDlhYTIyXkEyXkFqcGdeQXVyMjQ0MDI1MjEV1SX300jpg,,NA,NA,NA,tt7374910,series,NA,True
CanadaHuntsEast,2017,NA,NA,NA,AdventureRealityTV,NA,NA,AmandaLynnMayhewRobinSmithAndrewWysockyBobRadojcin,NA,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BMDBkMmY4MDMtOGM3MC00YWI2LTk2MWMtMzU2MGU0YzJiYmZmXkEyXkFqcGdeQXVyMjQ0MDI1MjEV1SX300jpg,,NA,NA,NA,tt7378926,series,NA,True
WeAreCanada,2017,NA,NA,NA,Documentary,NA,NA,NA,NA,EnglishFrench,Canada,NA,NA,,NA,NA,NA,tt7528774,series,NA,True
WhoaCanada,2015,NA,14Oct2015,NA,Documentary,SeanDevlin,DanielCodeSeanDevlin,CameronMacLeod,NA,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BNGNiNTA0YjAtYWRhYy00MDBlLWI5ZmYtOWJmYzU3MTc1ZWM5XkEyXkFqcGdeQXVyODI3NTYwMDcV1SX300jpg,,NA,NA,NA,tt7571852,movie,NA,NA,NA,NA,True
150YearsCanadaYesterdayTodayTomorrow,2017,NA,26Oct2017,60min,AdventureHistory,KenFastEricBSpoeth,KenFast,DixieColemanKamrynColemanMathieuMaloUdoMueller,Thejourneythroughthepast150yearsandmoreofCanadashistory,EnglishCree,Canada,NA,httpsmmediaamazoncomimagesMMV5BMDYyODlmMGUtZWE3Ni00NTUyLWJhNzctYzE0YmMwNDBjOTJmXkEyXkFqcGdeQXVyMTUzNzY3NQV1SX300jpg,,NA,NA,NA,tt7608868,movie,NA,NA,NA,NA,True
CanadaCrew,2017,NA,01Jul2017,NA,Family,NA,NA,KanjaChenKiraHallJordanLockhart,BebeandMogomountainclimbingseethewildlifeoftheLaurentianMountainsandmeetcompetitivedownhillskierBessieSullivanwhileGavinexploresMountLoganthetallestmountaininCanada,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BYTgyZmZkMjMtODk3YS00M2E3LWIzNTctMDM3OWYzNDk0YzMyXkEyXkFqcGdeQXVyODI0OTg2NzcV1SX300jpg,,NA,NA,NA,tt7653498,series,1,True
MonstersUniversity,2013,G,21Jun2013,104min,AnimationAdventureComedyFamilyFantasy,DanScanlon,DanScanlonstorybyDanielGersonstorybyRobertLBairdstorybyDanielGersonscreenplaybyRobertLBairdscreenplaybyDanScanlonscreenplaybyAdrianMolinaadditionalscreenplaymaterialby,BillyCrystalJohnGoodmanSteveBuscemiHelenMirren,AlookattherelationshipbetweenMikeWazowskiBillyCrystalandJamesPSullySullivanJohnGoodmanduringtheirdaysatMonstersUniversitywhentheywerentnecessarilythebestoffriends,English,USA,Nominatedfor1BAFTAFilmAwardAnother9wins57nominations,httpsmmediaamazoncomimagesMMV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQV1SX300jpg,SourceInternetMovieDatabaseValue7310SourceRottenTomatoesValue80SourceMetacriticValue65100,65,73,304416,tt1453405,movie,29Oct2013,260300000,WaltDisneyPictures,NA,True
TheDoverBoysatPimentoUniversityorTheRivalsofRoquefortHall,1942,Approved,19Sep1942,9min,ComedyShortAnimationFamily,ChuckJones,TeddPiercestoryChuckCouchstory,BeaBenaderetMelBlancJohnMcLeishTeddPierce,ThreefunlovingmorallyuprightbrothersfromPimentoUniversitysavetheirfiancefromtheirfiendisharchenemyDanBackslideinthisspoofoftheRoverBoys,English,USA,NA,httpsmmediaamazoncomimagesMMV5BN2ZmMDJhYmEtOWJlOS00NTY1LThlMjctMmI0NGFiOTk3ZGFjXkEyXkFqcGdeQXVyNzU3NTk0NjAV1SX300jpg,SourceInternetMovieDatabaseValue7110,NA,71,1349,tt0034675,movie,NA,NA,NA,NA,True
SplatterUniversity,1984,R,13Jul1984,78min,HorrorMysteryThriller,RichardWHaines,MichaelCunninghamstoryandscreenplayRichardWHainesstoryandscreenplayJohnEliasMichalakisstoryandscreenplayMiljanPeterIlichcontributingscreenwriter,ForbesRileyRicRandigDickBielKathyLaCommare,Asociologyinstructorfindshernewteachingdutiesataprivatecollegeinterruptedbythepresenceofakillermentalhospitalpatient,English,USA,NA,httpsmmediaamazoncomimagesMMV5BNWMzZDJlZmMtZTQ0NC00Y2ZhLWI2NjEtMGMyZGFkZTkwMDBhXkEyXkFqcGdeQXVyMTQxNzMzNDIV1SX300jpg,SourceInternetMovieDatabaseValue3910,NA,39,1328,tt0125510,movie,19Oct2004,NA,Aquifilm,NA,True
SaeediintheAmericanUniversity,1998,NA,NA,NA,Comedy,NA,NA,MohamedHenediMonaZakiHassanAbdelFattahFathyAbdelWahab,ItsastoryaboutKhalafAlDahshoriayoungmanfromasmallvillageinUpperEgyptSaedWhogetsascholarshiptotheAmericanUniversityinCairoaftergettingthe2ndhighest,Arabic,Egypt,NA,httpsmmediaamazoncomimagesMMV5BOTU0YWMxMDctNGY2YS00M2RkLThlZDgtM2I0Zjk0YjUxMDMwXkEyXkFqcGdeQXVyMjg0MzMwNzgV1SX300jpg,SourceInternetMovieDatabaseValue6610,NA,66,926,tt0389340,movie,NA,NA,NA,NA,True
UniversityofLaughs,2004,NA,30Oct2004,121min,ComedyDrama,MamoruHoshi,KkiMitani,KjiYakushoGorInagakiTaeKimuraMasaoKomatsu,InprewarJapanagovernmentcensortriestomakethewriterforatheatertroupealterhiscomedicscriptAstheyworkwithandagainsteachotherthescriptendsupdevelopinginunexpectedways,Japanese,Japan,1win2nominations,httpsmmediaamazoncomimagesMMV5BZGIzMWRhMGUtNjdhYS00N2FlLTljYTUtNzg5ODNlMmY0ODdiXkEyXkFqcGdeQXVyNTEwMzkyODIV1SX300jpg,SourceInternetMovieDatabaseValue7610,NA,76,718,tt0436886,movie,NA,NA,NA,NA,True
UniversityChallenge,1962,NA,21Sep1962,30min,GameShow,NA,NA,JeremyPaxmanRogerTilling,JeremyPaxmanhoststhistriviaquizshowwherecollegesfromaroundtheUKcompeteagainsteachother,English,UK,NA,httpsmmediaamazoncomimagesMMV5BZDBhZTk0YjItNTlhZS00MzVlLWE5N2QtM2U5OTU5MWY0NTIzXkEyXkFqcGdeQXVyMTEzNjA2NzMV1SX300jpg,SourceInternetMovieDatabaseValue6710,NA,67,548,tt0177465,series,48,True
DemolitionUniversity,1997,Unrated,23Feb1999,90min,Action,KevinTenney,SteveJankowski,CoreyHaimAmiDolenzLaraineNewmanToddAllen,Acollegestudentandhisfriendstrytothwartaderangedwarveteransplantopoisonthecityswatersupply,English,USA,NA,httpsmmediaamazoncomimagesMMV5BMTY0ODcwOTI4Nl5BMl5BanBnXkFtZTgwNDc0NTAwNzEV1SX300jpg,SourceInternetMovieDatabaseValue3910,NA,39,423,tt0179761,movie,01Jun2002,NA,SunsetFilmsInternational,NA,True
NurseryUniversity,2008,NotRated,24Apr2009,90min,Documentary,MarcHSimonMatthewMakarcodirector,MarcHSimon,NA,DocumentaryaboutdisparateNYCparentseffortstogettheirchildrenintofeederpreschoolsprivateinstitutionsthatclaimtosetyoungstersonthetracktoadmissionintoIvyleaguecolleges,English,USA,NA,httpsmmediaamazoncomimagesMMV5BODIyOTQzNTUxOF5BMl5BanBnXkFtZTcwMTUyMzM0MgV1SX300jpg,SourceInternetMovieDatabaseValue6710SourceRottenTomatoesValue82,NA,67,248,tt1213832,movie,07Jul2009,NA,VarianceFilms,NA,True
DerekZoolanderUniversity,1997,NA,01Nov1997,4min,ComedyShort,RussellBates,DrakeSatherBenStiller,JeffHenryBenStillerMarkVanderloo,NA,English,USA,NA,NA,SourceInternetMovieDatabaseValue6610,NA,66,232,tt0291852,movie,NA,NA,NA,NA,True
MurderUniversity,2012,NA,01Aug2012,96min,Horror,RichardGriffin,LennySchwartz,SamanthaAcamporaDavidAdamsMurphyDaveAlmeidaThibAlqahtani,AseriesofbrutalcultlikemurdersaretakingplaceataNewEnglandcollegeJoshGreeneashyfreshmanisthelonesurvivorofaseriesofmurdersthatarereminiscentofasimilar,English,USA,NA,httpsmmediaamazoncomimagesMMV5BMzYwMDg5MTQwNl5BMl5BanBnXkFtZTgwNTIxODE1MDEV1SX300jpg,SourceInternetMovieDatabaseValue4310,NA,43,220,tt2234299,movie,15Oct2013,NA,MVDEntertainmentGroup,NA,True
StanfordUniversityCalifornia,1897,NA,01Oct1897,NA,DocumentaryShort,JamesHWhite,NA,NA,TheviewshowsanimmensearchinthebackgroundthroughwhichareseencominggroupsofstudentssomewalkingothersonbicyclesTheivycoveredwallsofthebuildingformthebackgroundtoapleasingpicture,NA,USA,NA,NA,SourceInternetMovieDatabaseValue3710,NA,37,66,tt0218626,movie,NA,NA,NA,NA,True
UniversityofAndy,2009,NA,05Jun2009,NA,Comedy,NA,NA,JustinKirk,NA,English,USA,NA,NA,SourceInternetMovieDatabaseValue8710,NA,87,65,tt1535406,series,2,True
ForProfitOnlineUniversity,2013,NA,17Dec2013,NA,ShortComedy,SamWest,SamWestteleplayGeoffHaggertystoryDanKleinstoryMattKlinmanstoryMichaelPielocikstoryChrisSartinskystorySamWeststory,NicoleByerNelsonChengNickCorirossiGeoffHaggerty,InfomercialforTheFastestGrowingCollegeontheInternet,English,USA,NA,NA,SourceInternetMovieDatabaseValue7810,NA,78,55,tt3416790,movie,NA,NA,NA,NA,True
MiskatonicUniversity,2014,NA,23Feb2014,34min,ShortHorrorSciFi,JamesBentley,JamesBentleyDavidDonnellyHPLovecraftinspiredbyPerryOBrien,MelissaDoughertyTheodoreCopelandLindaElizabethDavidNelson,AyoungprofessortakesajobatanisolatedNewEnglandcollegecarryingwithhimadarkcurseBasedonstoriesbyHPLovecraft,English,USA,1win,httpsmmediaamazoncomimagesMMV5BODkwOTYxOTAxMl5BMl5BanBnXkFtZTgwNzczODIxMDEV1SX300jpg,SourceInternetMovieDatabaseValue6010,NA,60,53,tt3135404,movie,NA,NA,NA,NA,True
UniversityHeights,2004,NA,26Jun2004,95min,Drama,ScottBeck,ScottBeck,JimSiokosShaneSimmonsTravisShepherdSabienMinteer,AtaleofdrugsrelationshipssexualityracismanddeceitUniversityHeightsgraspstheeverydaystrugglesofhumanityfindingyourself,English,USA,NA,NA,SourceInternetMovieDatabaseValue6310,NA,63,52,tt0415342,movie,NA,NA,NA,NA,True
UniversityProcessiononDegreeDayBirmingham,1901,NA,NA,NA,DocumentaryShort,NA,NA,NA,NA,NA,UK,NA,NA,SourceInternetMovieDatabaseValue4910,NA,49,42,tt0471417,movie,NA,NA,NA,NA,True
UniversityHospital,1995,NA,16Jan1995,60min,Drama,NA,JamesLConwayJoelJFeigenbaum,HillaryDannerAlexandraWilsonHudsonLeickTonyaPinkins,SomegirlstrytobecomenursesattheUniversityHospitalwhileconstantlyfightingproblemslikewhotolovewhotohelpandhowtoobeynurseJenkisrules,English,USA,NA,httpsmmediaamazoncomimagesMMV5BYzgzYWQ4NzMtMWUwMC00MjM4LTg4ZmEtZTAyZjg3NTU2Zjg3XkEyXkFqcGdeQXVyMDAyMTY3NwV1SX300jpg,SourceInternetMovieDatabaseValue7010,NA,70,35,tt0108973,series,1,True
WhoseUniversityIsIt,2003,NA,25Sep2003,60min,Documentary,JamesEMotlukMarkWright,JamesEMotluk,NA,AlookatthecorporatizationofuniversitycampusesinCanada,English,Canada,NA,httpsmmediaamazoncomimagesMMV5BMTc1ODIyMDM2OV5BMl5BanBnXkFtZTcwNzk2ODc5MwV1SX300jpg,SourceInternetMovieDatabaseValue8310,NA,83,33,tt0385338,movie,NA,NA,NA,NA,True
AberdeenUniversityQuarterCentenaryCelebrations,1906,NA,27Nov2006,32min,DocumentaryShort,RobertWPaul,NA,KingEdwardVIIQueenAlexandra,NA,NA,UK,NA,NA,SourceInternetMovieDatabaseValue4810,NA,48,26,tt1666731,movie,NA,NA,NA,NA,True
TYTUniversity,2011,NA,15Mar2011,NA,News,NA,SteveOh,JohnIadarolaJayarJacksonAnaKasparianSamanthaSchacher,NA,English,USA,NA,NA,SourceInternetMovieDatabaseValue4310,NA,43,18,tt2300439,series,NA,True
UniversityInc,1999,NA,NA,54min,Documentary,KyleHenry,KyleHenry,LouisBlackHarryJayKnowlesJarrellJayKnowlesRichardLinklater,NA,English,USA,1win,NA,SourceInternetMovieDatabaseValue6110,NA,61,17,tt0217123,movie,NA,NA,NA,NA,True
TheOxfordandCambridgeUniversityBoatRace,1895,NA,NA,NA,ShortNewsSport,BirtAcres,NA,NA,AlthoughthecontentofthisfilmisprimitiveintheextremeashotofthetraditionalOxfordversusCambridgeUniversityBoatRacefilmedonMarch301895thisfilmisofimmense,NA,UK,NA,NA,SourceInternetMovieDatabaseValue5210,NA,52,13,tt0000025,movie,NA,NA,NA,NA,True
TheUniversityofIllinoisvsaMummy,2006,NA,22Apr2006,89min,ComedyHorrorMusical,ChrisLukeman,NA,KevinAltierNellieBoonmanJoeDelaneyAndreaGordon,AninstantclassicthatwillprovideyouwithliterallyGUTBUSTINGlaughterItstheultimateinMummyComedyHorror,English,USA,NA,NA,SourceInternetMovieDatabaseValue8010,NA,80,12,tt1273816,movie,NA,NA,NA,NA,True
InsidetheWalkingDeadWalkerUniversity,2014,NA,15Jul2014,NA,Documentary,StevePetersen,NA,JaremyAielloJeremyAmblerJollyDaleDaveGrasso,NA,English,USA,NA,NA,SourceInternetMovieDatabaseValue8710,NA,87,12,tt3903528,movie,NA,NA,NA,NA,True
UniversityPlaceFriendsandLovers,2005,NA,03Oct2005,NA,Drama,ToddGarrinDavidJLovering,AdamLGarciaAngelaHarrerMariaBarva,LindsayChampionAdamLGarciaMeganGeorgeAdamDavidJones,NA,English,USA,NA,NA,SourceInternetMovieDatabaseValue7510,NA,75,10,tt0811132,movie,NA,NA,NA,NA,True
ComicReliefDoesUniversityChallenge,2005,NA,11Mar2005,35min,ComedyGameShow,NA,NA,AngusDeaytonColinMurrayJohnThomsonNeilMorrissey,InaspecialeditionofUniversityChallengehostedbyAngusDeaytontheSouthernersStephenFryHughGrantSarahAlexanderandOmidDjalilicompeteagainsttheNorthernersArmando,English,UK,NA,NA,SourceInternetMovieDatabaseValue6810,NA,68,10,tt0452602,movie,NA,NA,NA,NA,True
SupermanvsDoomsdayattheUniversityofSouthFlorida,2011,NOTRATED,04Feb2011,4min,AnimationShort,KenDavis,NA,NA,NA,English,USA,NA,NA,SourceInternetMovieDatabaseValue4610,NA,46,10,tt1979352,movie,NA,NA,NA,NA,True
TheUniversityPlayer,2006,NA,28Mar2006,87min,Comedy,ReginaldDunn,TravonBrumfield,StaciAshleyAlisaBanksTravonBrumfieldZachariasFoppe,ChanceisobsessedwithbasketballbutwhenhedriveshisgirlfriendStacyawaywithhissinglemindednessthereisnothinghewontdotogetherbackIndesperationheresortsto,English,USA,NA,httpsmmediaamazoncomimagesMMV5BMjIwODUwMDQ5Nl5BMl5BanBnXkFtZTgwMjAzMjQyMTEV1SX300jpg,SourceInternetMovieDatabaseValue4810,NA,48,8,tt0811133,movie,NA,NA,NA,NA,True
UniversityChallengeTheStorySoFar,2006,NA,11Nov2006,59min,Documentary,JaneLittlewoodMaireTracey,JimWhite,CarolineQuentinStephenFryIanHislopBamberGascoigne,AlookatthehistoryofUniversityChallenge1962withcontributionsfromfamousformercontestantsIncludescoverageofitsoriginanddevelopmentmemorableincidentsandthenewfilmStarterfor102006,English,UK,NA,NA,SourceInternetMovieDatabaseValue7010,NA,70,8,tt0903030,movie,NA,NA,NA,NA,True
University,2009,NA,19Dec2009,3min,ShortDrama,OvidiuZimcea,AlexanderPotterstoryOvidiuZimcea,JoeFitzGeraldThomasNicholsonOvidiuZimcea,StudentisunabletoadapttoUniversityButhehasFriendandDealertohelp,English,UK,NA,NA,SourceInternetMovieDatabaseValue5710,NA,57,6,tt1837702,movie,NA,NA,NA,NA,True
ComicReliefDoesUniversityChallenge,2003,NA,14Mar2003,34min,ComedyGameShow,NA,NA,AngusDeaytonCliveAndersonDavidBaddielDannyBaker,InaspecialeditionofUniversityChallengehostedbyAngusDeaytontheGowniesgraduatesStephenFryCliveAndersonDavidBaddielandFrankSkinnercompeteagainsttheTownies,English,UK,NA,NA,SourceInternetMovieDatabaseValue4810,NA,48,6,tt0462233,movie,NA,NA,NA,NA,True
40YearsofUniversityChallenge,2002,NA,26Aug2002,60min,DocumentaryGameShow,MaireTracey,JimWhite,CarolineQuentinBamberGascoigneJeremyPaxmanStephenFry,NA,English,UK,NA,NA,SourceInternetMovieDatabaseValue5510,NA,55,6,tt0331818,movie,NA,NA,NA,NA,True
TheUniversityCollegeofOxfordWinningtheLadiesChallengePlate,1902,NA,01Sep1902,NA,DocumentaryShort,NA,NA,NA,ApicturetakenatHenleyJuly101902HerewebringintoviewanotherveryfinefinishshowingtheboyswinningbyafewfeetfromEaton,NA,USA,NA,NA,SourceInternetMovieDatabaseValue3810,NA,38,5,tt0380040,movie,NA,NA,NA,NA,True
UniversityHeightsALookBehindtheScenes,2004,NA,26Jun2004,8min,DocumentaryShort,RyanDudgeon,NA,MelissaArnesenTrunzoScottBeckJasonBolingerMaryBryant,AdocumentarythatcoverstheproductionofthefilmUniversityHeights2004fromFebruarytoMarch2004Itshowcasesabehindthesceneslookatmakinganobudgetfilmin16days,NA,NA,NA,NA,SourceInternetMovieDatabaseValue7610,NA,76,5,tt0452887,movie,NA,NA,NA,NA,True
RiceUniversity,1971,NA,NA,1h40min,Documentary,BeppeCinoRobertoRossellini,RenzoRossellini,NA,NA,NA,NA,NA,NA,SourceInternetMovieDatabaseValue6710,NA,67,5,tt0423071,movie,NA,NA,NA,NA,True
CrimeSceneUniversity,2008,TVPG,10Jul2008,60min,Documentary,NA,NA,RobertShaler,ForensicstudentsatPennStateUniversityworktogetherintwoseperategroupstosolveafictionalcrimesceneinwhichtakesplaceattheforensichouse,English,USA,NA,httpsmmediaamazoncomimagesMMV5BMjEwMTQ2Mzg1Nl5BMl5BanBnXkFtZTcwNjY4NTk5MwV1SX300jpg,SourceInternetMovieDatabaseValue9010,NA,90,5,tt1270818,series,NA,True
MaicchingMachikoTeacherMissionChallengingTokyoUniversity,2006,NA,22Feb2006,70min,Comedy,MinoruKawasaki,ShioriAdachiscreenplayTakeshiEbiharamangaseriesMaicchinguMachikosenseiMinoruKawasakiscreenplay,HanakoNanjJerryFujioRyheiInoueTsuyoshiMaekawa,NA,Japanese,Japan,NA,NA,SourceInternetMovieDatabaseValue6810,NA,68,5,tt1080712,movie,NA,NA,NA,NA,True
TheHistoryofUniversityofKentuckyBasketball,2007,NA,04Dec2007,NA,Sport,DPCarlson,NA,NA,Sinceitsinceptionin1902theUniversityofKentuckyBasketballprogramhasamassed1948winsagainstonly608lossesforastaggering762winningpercentageNootherschoolhasas,English,USA,NA,NA,,NA,NA,NA,tt1173903,movie,NA,NA,NA,NA,True
ARoyalOccasionattheUniversityofLondon,1957,NA,04Dec1957,30min,Documentary,NA,NA,NormanBirkettRichardDimblebyPrincessMargaretQueenElizabeththeQueenMother,AlivebroadcastfromtheUniversityofLondonwhereinQueenElizabethTheQueenMotherconferstheHonoraryDegreeofDoctorofMusiconHerRoyalHighnessPrincessMargaretincluding,English,UK,NA,NA,,NA,NA,NA,tt0929789,movie,NA,NA,NA,NA,True
TakeshiKitanoPresentsComaneciUniversityMathematics,2006,NA,13Apr2006,NA,Comedy,NA,NA,TakeshiKitanoTakaGuadalcanalYkoTobeDuncan,NA,Japanese,Japan,NA,NA,,NA,NA,NA,tt1024699,series,NA,True
FishingUniversity,1995,NA,01Jan1995,30min,Sport,NA,NA,CharlieIngram,NA,English,USA,NA,NA,,NA,NA,NA,tt0863045,series,NA,True
UniversityPlace,2005,NA,01Aug2005,NA,Drama,ParulAgrawalAnyaGarrettRicardoGonzalezKaterinaKallergisJonathanLabesAmandaMinutoliGregPaytonJasonToledo,RobertAttenweilerRobiaRashidJamieRautenbergKatieTibaldiDanielleVetereheadwriter,MeetuChilanaSarahRobersonElliotBrooksPeterPorte,NA,English,USA,NA,NA,,NA,NA,NA,tt0887167,movie,NA,NA,NA,NA,True
LibertyUniversityBaccalaureateService,2008,NA,09May2008,60min,Family,NA,NA,MHolleyCrowderJonathanFalwellLaurahGuillnBeverlyLaHaye,NA,English,USA,NA,NA,,NA,NA,NA,tt1283918,movie,NA,NA,NA,NA,True
LibertyUniversityConvocationLive,2006,NotRated,05Jul2006,60min,Family,NA,NA,JerryFalwellLaurahGuillnGeriGuillenGiGiRossJasonSamIshWright,NA,English,USA,NA,NA,,NA,NA,NA,tt1289053,series,1,True
LibertyUniversityBaccalaureateService,2005,TVG,11May2005,NA,Family,NA,NA,JerryFalwellLaurahGuillnSeanHannityEdHindson,NA,English,USA,NA,NA,,NA,NA,NA,tt1292027,movie,NA,NA,NA,NA,True
LibertyUniversityGameoftheWeek,2006,NA,19Jul2006,NA,Sport,NA,NA,MandyFrazeeMeganFrazeeCoachCareyGreen,NA,English,USA,NA,NA,,NA,NA,NA,tt1338842,series,NA,True
LibertyUniversityGraduationCommencement,2005,NA,13May2005,NA,Family,NA,NA,JerryFalwellLaurahGuillnSeanHannityJohnMcCain,NA,English,USA,NA,NA,,NA,NA,NA,tt1342995,movie,NA,NA,NA,NA,True
FrongochUniversityforRevolution,2007,NA,10Apr2007,120min,Documentary,RosieNiCionnaith,IforApGlynteleplay,AlanCurranStephenDArcyNickLeeTrevorStanley,NA,English,UK,NA,NA,,NA,NA,NA,tt1366333,movie,NA,NA,NA,NA,True
PrincetonImagesofaUniversity,1996,NA,10Oct1996,118min,Documentary,GerardoPuglia,MariaDiBattista,BillClintonToniMorrisonCornelWest,ThisfilmprovidesavisualhistoryofPrincetonsdistinctivemissionanditsvitaltraditionfromitsfoundingin1746tothepresent,English,USA,NA,NA,,NA,NA,NA,tt1376226,movie,NA,NA,NA,NA,True
AachenUniversityALookInside,2003,NA,NA,10min,DocumentaryShort,TimLauterborn,MartinaLinzscriptconsultant,RangaYogeshwarBurkhardRauhutJrgenLinden,AdocumentaryaboutAachenUniversitypresentedintheformatofabehindthescenesfeaturetteSeveralintervieweesgiveinformationaboutthehistoryandactivitiesofAachenUniversity,English,Germany,1win,httpsmmediaamazoncomimagesMMV5BMTI1OTI2MTQwMl5BMl5BanBnXkFtZTcwNzI4NjU3MQV1SX300jpg,,NA,NA,NA,tt1245448,movie,NA,NA,NA,NA,True
PeterEisenmanUniversityofPhoenixStadiumfortheArizonaCardinals,2008,Unrated,NA,NA,DocumentaryShort,ThomasLPiper,NA,PeterEisenman,SeminaltheoreticianandinfluentialarchitectPeterEisenmanisalsoanirrepressiblesportsfanatic,NA,NA,NA,NA,,NA,NA,NA,tt1543226,movie,NA,NA,NA,NA,True
TheBattleofCommAveBostonUniversityvsBostonCollege,2009,NA,01Nov2009,76min,Documentary,MatthewFults,MatthewFults,BrianCodagnone,NA,English,USA,NA,NA,,NA,NA,NA,tt1571415,movie,NA,NA,NA,NA,True
NicksUniversityofNicheStudies,2010,NA,NA,6min,ShortComedy,DerekEasleyJoeyRassool,JenniferZhang,TerenceAkinsColbyDurkinDerekEasleyKarenElizes,Aslickentrepreneurpeddlesauniversitythatoffersdegreesinquirkyandunconventionalmajors,English,USA,NA,NA,,NA,NA,NA,tt1621845,movie,NA,NA,NA,NA,True
MissionStudyingattheUniversityinMytileneLesvos,2007,NA,NA,45min,Documentary,MaximosAlexandridisKonstadinosAmboulos,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,tt1645075,movie,NA,NA,NA,NA,True
MemorialUniversityPromotionalFilms,2009,NA,04Sep2009,NA,ShortNews,DannyMcLeod,DannyMcLeod,DannyMcLeod,NA,English,Canada,NA,NA,,NA,NA,NA,tt1870474,movie,NA,NA,NA,NA,True
QuinnipiacUniversityBobcatsUnleashed,2010,NA,23Nov2010,26min,Sport,NA,NA,BillyMeccaJaymeParkerBillSchweizer,NA,English,USA,NA,NA,,NA,NA,NA,tt1933144,series,NA,True
ThundarrUniversity,2002,NA,20Mar2010,NA,Comedy,MarkBanker,MarkBankercreator,MarkBanker,NA,English,USA,NA,NA,,NA,NA,NA,tt1937423,movie,NA,NA,NA,NA,True
TheUniversityAvenueProjectWingYoungHuie,2011,NA,NA,3min,DocumentaryShortBiography,OdessaMarieClay,NA,NA,Thefilmlooksatthe6milephotoexhibitofphotographerWingYoungHuiewherehisstreetscenesofacommunityalongUniversityAvenueinSaintPaulMinnesotaUSAwereplacedinstore,English,USA,NA,NA,,NA,NA,NA,tt1951284,movie,NA,NA,NA,NA,True
WomenatUniversity,1989,NA,02Feb1990,14min,DocumentaryShort,MikkoPiela,MikkoPiela,NA,NA,NA,NA,NA,NA,,NA,NA,NA,tt1954677,movie,NA,NA,NA,NA,True
HebrewUniversity,1973,NA,NA,25min,DocumentaryShort,HaroldBaim,NA,MichaelDenisonDulcieGray,NA,English,UK,NA,NA,,NA,NA,NA,tt1726645,movie,NA,NA,NA,NA,True
TopChefUniversityGettingStarted,2010,NA,03Apr2010,NA,DocumentaryShort,RogerMorse,AnthonyHoyFong,RichardBlaisNikkiCasconeArianeDuarteKevinGillespie,NA,English,USA,NA,NA,,NA,NA,NA,tt1783405,movie,NA,NA,NA,NA,True
FishingUniversity,2011,NA,02Jan2011,30min,RealityTV,NA,NA,CharlieIngram,AneducationalfishingshowwiththegoalofhelpingviewerslearnsuccessorientedfishingskillsandrefinementsHostedbyCharlieIngramtheshowprovideshighlydetailedinformation,English,USA,NA,NA,,NA,NA,NA,tt1815044,series,NA,True
